"age","job","marital","education","loan","contact","month","day_of_week","campaign","subscribed_deposit"
39,"admin.","married","university.degree","no","telephone","may","thu",1,"yes"
32,"admin.","married","university.degree","no","telephone","may","thu",2,"yes"
43,"technician","divorced","professional.course","no","telephone","may","thu",5,"no"
53,"blue-collar","married","basic.4y","no","telephone","may","thu",3,"no"
28,"admin.","single","high.school","no","telephone","may","thu",4,"no"
50,"blue-collar","single","basic.9y","no","telephone","may","thu",2,"no"
44,"admin.","single","university.degree","no","telephone","may","thu",1,"no"
45,"housemaid","divorced","university.degree","no","telephone","may","thu",1,"no"
56,"admin.","divorced","unknown","no","telephone","may","thu",1,"no"
35,"unemployed","divorced","basic.4y","no","telephone","may","thu",1,"no"
31,"housemaid","married","basic.4y","no","telephone","may","thu",2,"yes"
47,"management","divorced","university.degree","no","telephone","may","thu",1,"no"
39,"admin.","single","high.school","no","telephone","may","thu",2,"no"
35,"admin.","single","university.degree","no","telephone","may","thu",1,"no"
24,"student","single","high.school","no","telephone","may","thu",1,"no"
31,"entrepreneur","married","high.school","no","telephone","may","thu",1,"yes"
39,"entrepreneur","single","university.degree","no","telephone","may","thu",9,"no"
45,"blue-collar","married","basic.9y","no","telephone","may","thu",1,"yes"
39,"blue-collar","single","basic.4y","no","telephone","may","thu",6,"no"
60,"management","married","university.degree","no","telephone","may","thu",2,"no"
45,"admin.","married","basic.9y","no","telephone","may","thu",2,"yes"
35,"technician","married","university.degree","no","telephone","may","thu",2,"yes"
53,"retired","divorced","high.school","yes","telephone","may","thu",5,"no"
54,"blue-collar","divorced","basic.4y","no","telephone","may","thu",3,"no"
36,"services","single","basic.6y","no","telephone","may","thu",2,"no"
39,"services","divorced","basic.9y","no","telephone","may","thu",1,"no"
48,"admin.","married","professional.course","no","telephone","may","thu",1,"yes"
32,"admin.","married","university.degree","no","telephone","may","thu",2,"yes"
36,"blue-collar","married","professional.course","yes","telephone","may","thu",1,"yes"
42,"admin.","single","university.degree","no","telephone","may","thu",3,"no"
36,"blue-collar","married","basic.9y","no","telephone","may","thu",1,"yes"
49,"blue-collar","married","basic.4y","no","telephone","may","thu",1,"yes"
38,"admin.","divorced","high.school","no","telephone","may","thu",1,"no"
34,"entrepreneur","single","unknown","no","telephone","may","thu",1,"no"
34,"management","married","university.degree","no","telephone","may","thu",1,"yes"
30,"admin.","married","university.degree","no","telephone","may","thu",2,"yes"
36,"technician","single","professional.course","no","telephone","may","thu",1,"no"
48,"admin.","single","university.degree","no","telephone","may","thu",1,"no"
32,"management","married","basic.6y","no","telephone","may","thu",3,"yes"
51,"admin.","married","high.school","unknown","telephone","may","thu",1,"no"
47,"blue-collar","married","basic.4y","yes","telephone","may","thu",1,"yes"
43,"technician","divorced","professional.course","no","telephone","may","thu",1,"no"
29,"services","married","high.school","yes","telephone","may","thu",2,"yes"
44,"blue-collar","divorced","unknown","no","telephone","may","thu",3,"no"
38,"blue-collar","married","basic.6y","no","telephone","may","thu",2,"yes"
59,"retired","married","professional.course","no","telephone","may","thu",3,"no"
29,"admin.","single","university.degree","no","telephone","may","thu",3,"no"
35,"unemployed","married","basic.4y","unknown","telephone","may","thu",4,"yes"
36,"blue-collar","single","basic.9y","yes","telephone","may","thu",3,"no"
33,"services","married","high.school","no","telephone","may","thu",3,"yes"
34,"admin.","divorced","basic.9y","no","telephone","may","thu",2,"no"
25,"blue-collar","single","basic.9y","no","telephone","may","thu",1,"no"
48,"management","married","university.degree","no","telephone","may","thu",2,"yes"
25,"blue-collar","single","basic.9y","no","telephone","may","thu",1,"no"
25,"blue-collar","single","basic.9y","no","telephone","may","thu",1,"no"
52,"self-employed","married","basic.4y","no","telephone","may","thu",1,"no"
34,"blue-collar","single","basic.9y","yes","telephone","may","thu",1,"no"
27,"unemployed","married","basic.9y","no","telephone","may","thu",14,"no"
44,"blue-collar","married","basic.4y","yes","telephone","may","thu",1,"yes"
36,"blue-collar","married","basic.9y","no","telephone","may","thu",2,"yes"
40,"blue-collar","married","basic.9y","no","telephone","may","thu",5,"yes"
38,"blue-collar","married","basic.6y","no","telephone","may","thu",3,"yes"
57,"blue-collar","married","basic.4y","no","telephone","may","thu",1,"no"
45,"unknown","married","unknown","no","telephone","may","thu",1,"yes"
27,"blue-collar","single","basic.6y","no","telephone","may","thu",1,"no"
31,"blue-collar","married","basic.6y","yes","telephone","may","thu",2,"yes"
30,"blue-collar","single","high.school","no","telephone","may","thu",1,"no"
31,"admin.","single","high.school","no","telephone","may","thu",22,"no"
58,"blue-collar","married","basic.4y","yes","telephone","may","thu",10,"no"
40,"admin.","married","unknown","no","telephone","may","thu",4,"yes"
44,"admin.","married","university.degree","no","telephone","may","thu",2,"yes"
42,"management","divorced","university.degree","no","telephone","may","thu",9,"no"
28,"student","single","basic.4y","no","telephone","may","thu",8,"no"
47,"blue-collar","married","unknown","yes","telephone","may","thu",1,"yes"
47,"blue-collar","married","unknown","no","telephone","may","thu",1,"yes"
58,"retired","divorced","university.degree","no","telephone","may","thu",2,"no"
32,"services","single","professional.course","no","telephone","may","thu",1,"no"
50,"services","single","high.school","no","telephone","may","thu",2,"no"
53,"technician","married","professional.course","no","telephone","may","thu",2,"yes"
29,"technician","single","professional.course","no","telephone","may","thu",2,"no"
34,"technician","single","professional.course","no","telephone","may","thu",4,"no"
35,"technician","married","unknown","no","telephone","may","thu",2,"yes"
32,"services","single","professional.course","no","telephone","may","thu",1,"no"
26,"blue-collar","single","basic.6y","yes","telephone","may","thu",1,"no"
27,"blue-collar","married","basic.4y","no","telephone","may","thu",2,"yes"
47,"technician","married","professional.course","no","telephone","may","thu",1,"yes"
47,"blue-collar","married","professional.course","yes","telephone","may","thu",2,"yes"
38,"housemaid","married","high.school","no","telephone","may","thu",4,"yes"
41,"admin.","single","unknown","no","telephone","may","thu",1,"no"
41,"blue-collar","married","basic.4y","no","telephone","may","thu",1,"yes"
58,"management","married","university.degree","no","telephone","may","thu",2,"no"
24,"services","single","high.school","no","telephone","may","thu",2,"no"
51,"management","married","university.degree","yes","telephone","may","thu",2,"yes"
26,"entrepreneur","married","university.degree","no","telephone","may","thu",2,"yes"
28,"blue-collar","married","basic.9y","no","telephone","may","thu",5,"yes"
49,"admin.","married","high.school","no","telephone","may","thu",5,"yes"
55,"blue-collar","married","basic.4y","no","telephone","may","thu",5,"no"
38,"blue-collar","single","basic.9y","no","telephone","may","thu",5,"no"
50,"blue-collar","married","basic.6y","no","telephone","may","thu",3,"no"
46,"blue-collar","married","basic.4y","no","telephone","may","thu",2,"yes"
35,"admin.","married","university.degree","no","telephone","may","thu",4,"yes"
30,"technician","single","professional.course","no","telephone","may","thu",2,"no"
39,"entrepreneur","married","basic.9y","no","telephone","may","thu",3,"yes"
28,"admin.","divorced","high.school","yes","telephone","may","thu",2,"no"
46,"blue-collar","married","basic.6y","yes","telephone","may","thu",2,"yes"
38,"student","single","university.degree","no","telephone","may","thu",4,"no"
34,"management","married","university.degree","yes","telephone","may","thu",3,"yes"
44,"technician","married","professional.course","no","telephone","may","thu",2,"yes"
36,"management","married","basic.9y","no","telephone","may","thu",6,"no"
40,"admin.","married","university.degree","no","telephone","may","thu",7,"no"
32,"admin.","divorced","high.school","no","telephone","may","thu",23,"no"
29,"admin.","married","university.degree","no","telephone","may","thu",1,"yes"
50,"unemployed","married","professional.course","no","telephone","may","thu",2,"no"
53,"admin.","divorced","university.degree","yes","telephone","may","thu",2,"no"
46,"management","married","basic.4y","no","telephone","may","thu",7,"no"
57,"blue-collar","married","basic.4y","no","telephone","may","thu",3,"no"
45,"blue-collar","married","basic.4y","no","telephone","may","thu",3,"yes"
57,"admin.","married","university.degree","no","telephone","may","thu",4,"no"
29,"technician","married","university.degree","yes","telephone","may","thu",2,"yes"
32,"blue-collar","married","basic.9y","unknown","telephone","may","thu",4,"yes"
25,"technician","single","university.degree","no","telephone","may","thu",8,"no"
43,"admin.","married","university.degree","no","telephone","may","thu",2,"yes"
26,"unemployed","single","basic.9y","yes","telephone","may","thu",8,"no"
34,"admin.","married","university.degree","no","telephone","may","thu",2,"yes"
33,"blue-collar","divorced","basic.9y","no","telephone","may","thu",6,"yes"
37,"technician","single","university.degree","no","telephone","may","thu",5,"no"
34,"technician","married","university.degree","no","telephone","may","thu",2,"yes"
53,"admin.","married","basic.9y","yes","telephone","may","thu",1,"no"
28,"technician","single","professional.course","no","telephone","may","thu",2,"no"
48,"blue-collar","married","basic.9y","no","telephone","may","thu",2,"yes"
36,"blue-collar","married","basic.4y","no","telephone","may","thu",4,"yes"
54,"admin.","married","high.school","yes","telephone","may","thu",2,"no"
44,"technician","married","professional.course","no","telephone","may","thu",5,"yes"
44,"services","married","high.school","no","telephone","may","thu",2,"yes"
56,"management","married","basic.6y","yes","telephone","may","thu",3,"no"
35,"unemployed","married","university.degree","no","telephone","may","thu",25,"no"
37,"blue-collar","married","basic.9y","no","telephone","may","thu",2,"yes"
43,"admin.","married","university.degree","no","telephone","may","thu",10,"no"
31,"self-employed","married","basic.9y","no","telephone","may","thu",4,"yes"
31,"student","single","unknown","no","telephone","may","thu",5,"no"
31,"blue-collar","divorced","basic.9y","no","telephone","may","thu",2,"no"
38,"technician","married","university.degree","no","telephone","may","thu",2,"yes"
40,"blue-collar","single","basic.4y","no","telephone","may","thu",4,"no"
44,"services","married","high.school","no","telephone","may","thu",2,"yes"
36,"admin.","married","basic.6y","no","telephone","may","thu",1,"yes"
49,"admin.","divorced","high.school","no","telephone","may","thu",3,"no"
30,"admin.","married","university.degree","no","telephone","may","thu",2,"yes"
28,"technician","single","university.degree","no","telephone","may","thu",1,"no"
48,"technician","single","unknown","no","telephone","may","thu",7,"no"
35,"self-employed","married","university.degree","yes","telephone","may","thu",1,"yes"
50,"blue-collar","married","basic.9y","no","telephone","may","thu",3,"yes"
49,"management","married","university.degree","yes","telephone","may","thu",3,"yes"
50,"self-employed","married","basic.4y","no","telephone","may","thu",2,"no"
29,"technician","single","professional.course","yes","telephone","may","thu",4,"no"
29,"blue-collar","married","basic.6y","no","telephone","may","thu",1,"yes"
60,"entrepreneur","married","basic.4y","unknown","telephone","may","thu",3,"no"
41,"entrepreneur","married","high.school","no","telephone","may","thu",13,"no"
46,"admin.","married","university.degree","no","telephone","may","thu",2,"yes"
54,"retired","divorced","professional.course","no","telephone","may","thu",6,"no"
49,"blue-collar","married","unknown","no","telephone","may","thu",3,"yes"
41,"admin.","married","high.school","no","telephone","may","thu",7,"no"
26,"unemployed","single","professional.course","no","telephone","may","thu",7,"no"
43,"admin.","married","university.degree","no","telephone","may","thu",2,"yes"
40,"services","single","high.school","no","telephone","may","thu",7,"no"
35,"management","married","university.degree","no","telephone","may","thu",2,"yes"
34,"admin.","single","high.school","no","telephone","may","thu",2,"no"
36,"admin.","divorced","university.degree","no","telephone","may","thu",2,"no"
50,"blue-collar","married","unknown","no","telephone","may","thu",2,"no"
45,"technician","divorced","professional.course","no","telephone","may","thu",6,"no"
49,"technician","married","university.degree","no","telephone","may","thu",2,"yes"
59,"admin.","married","high.school","yes","telephone","may","thu",4,"no"
35,"blue-collar","married","basic.9y","no","telephone","may","thu",3,"yes"
41,"blue-collar","married","basic.9y","no","telephone","may","thu",7,"no"
34,"blue-collar","married","basic.9y","no","telephone","may","thu",4,"yes"
56,"blue-collar","married","basic.9y","no","telephone","may","thu",2,"no"
37,"management","unknown","high.school","no","telephone","may","thu",6,"no"
46,"blue-collar","married","basic.6y","no","telephone","may","thu",9,"no"
50,"retired","married","basic.4y","no","telephone","may","thu",4,"no"
46,"admin.","single","high.school","no","telephone","may","thu",4,"no"
39,"blue-collar","married","basic.4y","yes","telephone","may","thu",5,"yes"
27,"technician","single","professional.course","no","telephone","may","thu",2,"no"
59,"technician","married","basic.6y","no","telephone","may","thu",16,"no"
55,"blue-collar","divorced","basic.9y","no","telephone","may","thu",6,"no"
36,"admin.","single","university.degree","no","telephone","may","thu",3,"no"
57,"management","married","university.degree","no","telephone","may","thu",4,"no"
58,"retired","married","basic.6y","no","telephone","may","thu",2,"no"
36,"services","married","high.school","unknown","telephone","may","thu",4,"yes"
42,"blue-collar","married","basic.4y","no","telephone","may","thu",3,"yes"
37,"technician","married","university.degree","no","telephone","may","thu",4,"yes"
34,"services","married","high.school","no","telephone","may","thu",4,"yes"
32,"admin.","married","university.degree","no","telephone","may","thu",3,"yes"
40,"technician","married","professional.course","no","telephone","may","thu",12,"no"
48,"blue-collar","married","high.school","no","telephone","may","thu",4,"yes"
56,"blue-collar","married","basic.9y","no","telephone","may","thu",5,"no"
25,"admin.","single","high.school","yes","telephone","may","thu",3,"no"
36,"blue-collar","married","high.school","yes","telephone","may","thu",6,"no"
48,"entrepreneur","married","basic.4y","yes","telephone","may","thu",8,"no"
28,"student","single","basic.9y","no","telephone","may","thu",2,"no"
55,"unemployed","married","basic.4y","no","telephone","may","thu",4,"no"
31,"blue-collar","married","basic.9y","unknown","telephone","may","thu",3,"yes"
57,"retired","single","high.school","no","telephone","may","thu",4,"no"
42,"technician","married","high.school","no","telephone","may","thu",6,"no"
44,"admin.","single","high.school","no","telephone","may","thu",4,"no"
30,"admin.","single","high.school","yes","telephone","may","thu",4,"yes"
30,"blue-collar","married","basic.9y","no","telephone","may","thu",3,"yes"
37,"technician","married","professional.course","no","telephone","may","thu",2,"yes"
45,"blue-collar","married","basic.4y","no","telephone","may","thu",11,"no"
35,"blue-collar","married","basic.4y","no","telephone","may","thu",2,"yes"
43,"management","married","professional.course","no","telephone","may","thu",5,"yes"
32,"services","married","high.school","no","telephone","may","thu",3,"yes"
47,"blue-collar","divorced","basic.9y","no","telephone","may","thu",7,"no"
31,"services","single","high.school","no","telephone","may","thu",12,"no"
49,"blue-collar","married","basic.6y","no","telephone","may","thu",5,"yes"
36,"admin.","divorced","university.degree","no","telephone","may","thu",2,"no"
40,"blue-collar","single","basic.9y","no","telephone","may","thu",2,"no"
47,"services","married","high.school","unknown","telephone","may","thu",2,"yes"
29,"unemployed","single","university.degree","no","telephone","may","thu",1,"no"
58,"self-employed","divorced","unknown","no","telephone","may","thu",2,"no"
37,"blue-collar","married","basic.9y","no","telephone","may","thu",4,"yes"
33,"blue-collar","single","basic.9y","yes","telephone","may","fri",2,"no"
36,"self-employed","married","basic.9y","yes","telephone","may","fri",2,"yes"
46,"unemployed","married","high.school","no","telephone","may","fri",3,"yes"
37,"services","married","basic.9y","yes","telephone","may","fri",2,"yes"
33,"entrepreneur","married","basic.9y","no","telephone","may","fri",3,"yes"
32,"entrepreneur","married","high.school","no","telephone","may","fri",3,"yes"
36,"admin.","married","university.degree","no","telephone","may","fri",2,"yes"
28,"blue-collar","single","basic.9y","yes","telephone","may","fri",4,"no"
35,"technician","married","university.degree","no","telephone","may","fri",2,"yes"
47,"entrepreneur","married","university.degree","no","telephone","may","fri",3,"yes"
31,"blue-collar","divorced","basic.6y","no","telephone","may","fri",17,"no"
51,"blue-collar","married","high.school","yes","telephone","may","fri",1,"no"
51,"admin.","married","basic.6y","no","telephone","may","fri",1,"no"
34,"blue-collar","single","university.degree","yes","telephone","may","fri",6,"no"
42,"admin.","married","unknown","no","telephone","may","fri",1,"yes"
39,"technician","married","professional.course","no","telephone","may","fri",1,"yes"
32,"services","married","high.school","yes","telephone","may","fri",4,"yes"
46,"unemployed","divorced","high.school","yes","telephone","may","fri",15,"no"
37,"services","married","high.school","no","telephone","may","fri",1,"yes"
45,"entrepreneur","married","university.degree","yes","telephone","may","fri",1,"yes"
30,"self-employed","single","high.school","no","telephone","may","fri",1,"no"
58,"management","married","basic.9y","no","telephone","may","fri",1,"no"
38,"services","married","high.school","no","telephone","may","fri",1,"yes"
35,"admin.","single","high.school","yes","telephone","may","fri",1,"yes"
32,"technician","single","professional.course","no","telephone","may","fri",1,"no"
25,"services","divorced","basic.4y","no","telephone","may","fri",1,"no"
56,"technician","married","professional.course","yes","telephone","may","fri",1,"no"
41,"unemployed","married","basic.9y","no","telephone","may","fri",4,"yes"
39,"admin.","married","university.degree","no","telephone","may","fri",3,"yes"
40,"services","divorced","high.school","no","telephone","may","fri",1,"no"
48,"management","married","university.degree","no","telephone","may","fri",1,"yes"
53,"blue-collar","married","basic.9y","no","telephone","may","fri",1,"no"
38,"admin.","single","basic.9y","no","telephone","may","fri",1,"no"
42,"technician","divorced","professional.course","yes","telephone","may","fri",3,"no"
37,"blue-collar","married","high.school","no","telephone","may","fri",1,"yes"
26,"admin.","single","high.school","no","telephone","may","fri",2,"no"
50,"management","married","high.school","yes","telephone","may","fri",3,"no"
50,"management","married","university.degree","no","telephone","may","fri",1,"no"
46,"services","married","basic.4y","no","telephone","may","fri",1,"yes"
39,"admin.","single","unknown","no","telephone","may","fri",1,"no"
53,"technician","married","high.school","no","telephone","may","fri",1,"no"
57,"management","divorced","university.degree","no","telephone","may","fri",1,"no"
29,"blue-collar","single","high.school","no","telephone","may","fri",1,"yes"
35,"admin.","married","university.degree","no","telephone","may","fri",1,"yes"
44,"management","single","university.degree","no","telephone","may","fri",1,"yes"
46,"admin.","married","high.school","no","telephone","may","fri",1,"yes"
57,"retired","married","unknown","no","telephone","may","fri",4,"no"
41,"admin.","single","university.degree","no","telephone","may","fri",1,"no"
31,"blue-collar","married","basic.6y","unknown","telephone","may","fri",1,"yes"
27,"admin.","single","high.school","no","telephone","may","fri",2,"no"
47,"blue-collar","married","basic.6y","yes","telephone","may","fri",1,"yes"
43,"admin.","divorced","high.school","no","telephone","may","fri",6,"no"
56,"blue-collar","married","basic.4y","yes","telephone","may","fri",1,"yes"
51,"blue-collar","married","basic.9y","no","telephone","may","fri",2,"no"
45,"technician","married","university.degree","no","telephone","may","fri",3,"yes"
35,"admin.","single","basic.4y","no","telephone","may","fri",1,"no"
59,"retired","divorced","basic.4y","no","telephone","may","fri",2,"no"
38,"self-employed","single","university.degree","no","telephone","may","fri",1,"no"
41,"technician","single","professional.course","no","telephone","may","fri",1,"no"
29,"blue-collar","single","basic.6y","no","telephone","may","fri",1,"no"
50,"housemaid","divorced","basic.4y","no","telephone","may","fri",1,"no"
35,"admin.","married","university.degree","no","telephone","may","fri",1,"yes"
25,"housemaid","single","basic.9y","no","telephone","may","fri",4,"no"
44,"management","married","university.degree","no","telephone","may","fri",1,"yes"
28,"services","single","high.school","no","telephone","may","fri",1,"no"
45,"admin.","divorced","university.degree","no","telephone","may","fri",2,"no"
39,"admin.","married","high.school","no","telephone","may","fri",1,"yes"
28,"admin.","single","university.degree","no","telephone","may","fri",1,"no"
42,"admin.","single","university.degree","no","telephone","may","fri",1,"no"
59,"blue-collar","married","basic.4y","no","telephone","may","fri",1,"no"
49,"blue-collar","married","basic.4y","no","telephone","may","fri",1,"yes"
24,"student","single","high.school","unknown","telephone","may","fri",1,"no"
49,"admin.","married","unknown","no","telephone","may","fri",4,"yes"
34,"admin.","married","university.degree","no","telephone","may","fri",1,"yes"
39,"blue-collar","married","high.school","no","telephone","may","fri",1,"yes"
41,"admin.","married","high.school","no","telephone","may","fri",2,"yes"
48,"technician","married","professional.course","no","telephone","may","fri",1,"yes"
39,"blue-collar","married","basic.4y","no","telephone","may","fri",7,"no"
41,"blue-collar","married","basic.4y","no","telephone","may","fri",3,"yes"
48,"admin.","divorced","basic.9y","no","telephone","may","fri",2,"no"
52,"management","divorced","university.degree","no","telephone","may","fri",2,"no"
35,"technician","married","professional.course","no","telephone","may","fri",1,"yes"
56,"blue-collar","single","basic.6y","no","telephone","may","fri",1,"no"
54,"blue-collar","divorced","unknown","no","telephone","may","fri",1,"no"
60,"entrepreneur","married","basic.4y","no","telephone","may","fri",1,"no"
34,"technician","married","professional.course","yes","telephone","may","fri",1,"yes"
26,"blue-collar","single","basic.9y","no","telephone","may","fri",1,"yes"
39,"blue-collar","married","basic.4y","unknown","telephone","may","fri",1,"yes"
29,"housemaid","single","high.school","no","telephone","may","fri",1,"no"
38,"technician","married","professional.course","no","telephone","may","fri",1,"yes"
35,"housemaid","married","basic.4y","no","telephone","may","fri",1,"yes"
32,"blue-collar","married","basic.9y","no","telephone","may","fri",1,"yes"
47,"blue-collar","married","high.school","no","telephone","may","fri",1,"yes"
50,"blue-collar","single","basic.9y","no","telephone","may","fri",1,"no"
24,"services","married","high.school","no","telephone","may","fri",1,"yes"
53,"blue-collar","married","basic.9y","no","telephone","may","fri",2,"no"
34,"blue-collar","married","basic.9y","no","telephone","may","fri",1,"yes"
57,"retired","married","high.school","no","telephone","may","fri",2,"no"
26,"student","single","unknown","no","telephone","may","fri",5,"no"
52,"technician","married","professional.course","no","telephone","may","fri",1,"no"
40,"admin.","married","university.degree","no","telephone","may","fri",1,"yes"
28,"management","married","high.school","no","telephone","may","fri",1,"yes"
30,"blue-collar","single","basic.4y","unknown","telephone","may","fri",1,"no"
37,"technician","single","university.degree","no","telephone","may","fri",1,"no"
45,"technician","divorced","professional.course","no","telephone","may","fri",1,"no"
26,"blue-collar","single","high.school","no","telephone","may","fri",2,"no"
40,"entrepreneur","married","university.degree","no","telephone","may","fri",1,"yes"
44,"blue-collar","divorced","basic.4y","no","telephone","may","fri",4,"no"
56,"blue-collar","married","basic.9y","no","telephone","may","fri",1,"no"
57,"management","divorced","university.degree","no","telephone","may","fri",1,"no"
33,"services","married","high.school","no","telephone","may","fri",2,"yes"
35,"admin.","divorced","university.degree","no","telephone","may","fri",1,"no"
52,"management","married","professional.course","no","telephone","may","fri",1,"no"
48,"technician","single","high.school","no","telephone","may","fri",3,"no"
44,"technician","single","university.degree","no","telephone","may","fri",1,"no"
52,"blue-collar","married","basic.9y","no","telephone","may","fri",2,"no"
48,"technician","married","unknown","yes","telephone","may","fri",1,"yes"
43,"blue-collar","married","basic.4y","no","telephone","may","fri",8,"no"
39,"admin.","married","high.school","no","telephone","may","fri",1,"yes"
46,"services","married","high.school","no","telephone","may","fri",1,"yes"
50,"blue-collar","married","basic.9y","no","telephone","may","fri",1,"no"
37,"admin.","married","university.degree","no","telephone","may","fri",6,"no"
29,"entrepreneur","married","basic.6y","no","telephone","may","fri",2,"yes"
40,"technician","married","professional.course","no","telephone","may","fri",1,"yes"
31,"blue-collar","married","basic.4y","yes","telephone","may","fri",1,"yes"
36,"services","married","high.school","no","telephone","may","fri",1,"yes"
25,"blue-collar","single","basic.4y","no","telephone","may","fri",1,"no"
33,"blue-collar","single","basic.9y","no","telephone","may","fri",1,"no"
32,"admin.","married","university.degree","no","telephone","may","fri",2,"yes"
52,"services","divorced","unknown","yes","telephone","may","fri",1,"no"
52,"self-employed","single","basic.4y","no","telephone","may","fri",22,"no"
30,"entrepreneur","married","high.school","no","telephone","may","fri",1,"yes"
28,"admin.","single","high.school","no","telephone","may","fri",1,"no"
42,"blue-collar","married","basic.6y","no","telephone","may","fri",2,"yes"
41,"management","married","university.degree","no","telephone","may","fri",4,"yes"
35,"services","married","high.school","no","telephone","may","fri",2,"yes"
59,"blue-collar","married","basic.4y","no","telephone","may","fri",1,"no"
34,"blue-collar","married","basic.4y","no","telephone","may","fri",1,"yes"
42,"management","married","university.degree","yes","telephone","may","fri",1,"yes"
49,"admin.","divorced","high.school","no","telephone","may","fri",1,"yes"
39,"management","married","university.degree","no","telephone","may","fri",1,"yes"
24,"services","married","high.school","yes","telephone","may","fri",1,"yes"
53,"unemployed","married","basic.4y","no","telephone","may","fri",1,"no"
29,"admin.","single","university.degree","no","telephone","may","fri",4,"no"
26,"blue-collar","single","high.school","no","telephone","may","fri",1,"no"
53,"blue-collar","divorced","basic.4y","no","telephone","may","fri",1,"no"
35,"admin.","married","high.school","yes","telephone","may","fri",3,"yes"
32,"services","married","high.school","yes","telephone","may","fri",1,"yes"
37,"management","married","university.degree","unknown","telephone","may","fri",1,"yes"
36,"entrepreneur","married","university.degree","yes","telephone","may","fri",17,"no"
32,"blue-collar","married","basic.9y","no","telephone","may","fri",1,"yes"
33,"admin.","married","university.degree","no","telephone","may","fri",1,"yes"
27,"services","married","high.school","no","telephone","may","fri",1,"yes"
28,"admin.","married","university.degree","no","telephone","may","fri",3,"yes"
41,"housemaid","married","high.school","no","telephone","may","fri",2,"yes"
26,"admin.","single","high.school","no","telephone","may","fri",2,"yes"
40,"blue-collar","married","basic.6y","no","telephone","may","fri",1,"yes"
56,"retired","married","professional.course","no","telephone","may","fri",2,"no"
33,"admin.","married","high.school","yes","telephone","may","fri",1,"yes"
58,"admin.","divorced","basic.9y","no","telephone","may","fri",2,"no"
36,"admin.","married","university.degree","no","telephone","may","fri",2,"yes"
49,"blue-collar","married","basic.4y","no","telephone","may","fri",1,"yes"
59,"retired","divorced","basic.9y","no","telephone","may","fri",1,"no"
37,"blue-collar","single","basic.9y","no","telephone","may","fri",3,"yes"
29,"blue-collar","single","basic.9y","no","telephone","may","fri",2,"no"
32,"services","married","professional.course","no","telephone","may","fri",1,"yes"
53,"blue-collar","married","basic.6y","no","telephone","may","fri",1,"no"
48,"technician","married","high.school","no","telephone","may","fri",3,"yes"
56,"blue-collar","married","basic.4y","no","telephone","may","fri",1,"no"
37,"services","single","basic.9y","no","telephone","may","fri",2,"no"
43,"self-employed","single","professional.course","no","telephone","may","fri",1,"no"
37,"admin.","single","high.school","no","telephone","may","fri",1,"yes"
46,"blue-collar","married","basic.6y","no","telephone","may","fri",1,"yes"
28,"blue-collar","single","basic.9y","no","telephone","may","fri",2,"no"
44,"housemaid","married","basic.9y","no","telephone","may","fri",1,"yes"
38,"blue-collar","single","university.degree","no","telephone","may","fri",1,"yes"
31,"admin.","single","basic.9y","no","telephone","may","fri",3,"no"
31,"blue-collar","single","basic.9y","no","telephone","may","fri",4,"no"
36,"technician","married","professional.course","yes","telephone","may","fri",1,"yes"
51,"admin.","single","basic.6y","no","telephone","may","fri",1,"no"
29,"technician","married","university.degree","no","telephone","may","fri",3,"yes"
28,"admin.","single","university.degree","no","telephone","may","fri",1,"no"
49,"self-employed","married","professional.course","no","telephone","may","fri",2,"yes"
30,"technician","married","university.degree","no","telephone","may","fri",8,"no"
36,"services","married","basic.9y","no","telephone","may","fri",2,"yes"
36,"blue-collar","married","basic.4y","no","telephone","may","fri",1,"yes"
57,"blue-collar","married","basic.4y","no","telephone","may","fri",2,"no"
40,"blue-collar","married","basic.4y","no","telephone","may","fri",1,"yes"
52,"blue-collar","married","basic.4y","no","telephone","may","fri",2,"no"
29,"blue-collar","single","unknown","no","telephone","may","fri",2,"no"
45,"management","married","university.degree","no","telephone","may","fri",2,"yes"
55,"retired","married","basic.4y","no","telephone","may","fri",1,"no"
52,"management","married","university.degree","no","telephone","may","fri",1,"no"
24,"admin.","married","high.school","no","telephone","may","fri",2,"yes"
44,"blue-collar","divorced","basic.4y","yes","telephone","may","fri",2,"no"
46,"services","divorced","high.school","no","telephone","may","fri",3,"no"
25,"student","single","high.school","no","telephone","may","fri",4,"no"
33,"blue-collar","single","basic.9y","no","telephone","may","fri",3,"no"
29,"services","single","basic.9y","no","telephone","may","fri",4,"no"
44,"admin.","single","university.degree","no","telephone","may","fri",2,"no"
41,"blue-collar","married","basic.9y","no","telephone","may","fri",2,"yes"
50,"technician","married","professional.course","no","telephone","may","fri",2,"no"
41,"blue-collar","married","basic.9y","no","telephone","may","fri",2,"yes"
48,"admin.","single","university.degree","yes","telephone","may","fri",1,"no"
26,"services","single","high.school","no","telephone","may","fri",4,"no"
48,"unknown","married","basic.4y","no","telephone","may","fri",2,"yes"
47,"blue-collar","married","basic.9y","no","telephone","may","fri",1,"yes"
36,"admin.","married","university.degree","no","telephone","may","fri",1,"yes"
54,"technician","divorced","basic.9y","no","telephone","may","fri",4,"no"
26,"admin.","single","university.degree","no","telephone","may","fri",1,"no"
35,"technician","married","basic.9y","no","telephone","may","fri",1,"yes"
54,"services","divorced","high.school","no","telephone","may","fri",1,"no"
51,"services","married","basic.6y","no","telephone","may","fri",1,"yes"
